id_entrega,fecha,zona,tipo_pedido,clima,trafico,tiempo_entrega,retraso
5799,2025-05-09 13:16:28.113578,La Libertad,Supermercado,Nublado,Bajo,25,0
5800,2025-07-11 12:41:43.692719,San Salvador,Supermercado,Lluvioso,Medio,51,18
5801,2025-03-07 21:54:53.283075,San Miguel,Tienda en línea,Lluvioso,Bajo,36,4
5802,2025-08-04 18:37:21.523991,Santa Ana,Tienda en línea,Lluvioso,Alto,37,5
5803,2025-08-24 03:51:10.494995,Santa Ana,Restaurante,Soleado,Bajo,24,0
5804,2025-07-11 07:51:18.777757,La Libertad,Tienda en línea,Soleado,Bajo,43,20
5805,2025-04-24 22:26:14.358513,Santa Ana,Farmacia,Nublado,Bajo,31,0
5806,2025-03-20 08:15:43.967082,La Libertad,Tienda en línea,Lluvioso,Bajo,36,14
5807,2025-08-04 09:06:12.538375,La Libertad,Farmacia,Nublado,Medio,40,8
5808,2025-03-08 02:28:15.845536,San Miguel,Farmacia,Soleado,Medio,27,0
5809,2025-03-27 02:24:30.747008,Santa Ana,Supermercado,Soleado,Alto,43,20
5810,2025-07-31 20:07:57.024738,San Miguel,Farmacia,Nublado,Medio,29,0
5811,2025-07-31 08:09:19.728018,San Miguel,Supermercado,Soleado,Alto,54,33
5812,2025-03-24 20:42:12.811252,Santa Ana,Restaurante,Soleado,Medio,40,8
5813,2025-07-23 01:00:45.304902,San Miguel,Supermercado,Soleado,Alto,63,33
5814,2025-07-21 23:12:50.405672,San Salvador,Supermercado,Nublado,Medio,56,18
5815,2025-04-18 16:53:07.999862,San Miguel,Tienda en línea,Soleado,Alto,61,23
5816,2025-06-17 08:08:31.975481,Santa Ana,Farmacia,Nublado,Medio,44,6
5817,2025-06-23 11:20:43.440678,Santa Ana,Farmacia,Lluvioso,Medio,53,27
5818,2025-05-02 17:18:05.265966,Santa Ana,Supermercado,Lluvioso,Medio,56,29
5819,2025-05-09 20:10:10.561577,San Salvador,Supermercado,Lluvioso,Bajo,47,10
5820,2025-07-21 14:15:43.981595,Santa Ana,Farmacia,Lluvioso,Medio,37,14
5821,2025-05-16 22:24:59.067745,La Libertad,Farmacia,Nublado,Alto,58,27
5822,2025-03-17 11:33:19.119949,Santa Ana,Restaurante,Nublado,Alto,40,16
5823,2025-04-26 06:47:00.593163,La Libertad,Tienda en línea,Soleado,Bajo,27,0
5824,2025-07-23 13:20:36.311781,San Miguel,Farmacia,Nublado,Bajo,44,24
5825,2025-03-27 19:38:03.407118,La Libertad,Restaurante,Lluvioso,Medio,48,27
5826,2025-05-18 23:28:49.950585,Santa Ana,Tienda en línea,Soleado,Medio,36,8
5827,2025-05-06 13:10:31.935858,Santa Ana,Tienda en línea,Nublado,Medio,52,15
5828,2025-05-28 00:28:36.720004,San Salvador,Restaurante,Lluvioso,Bajo,23,0
5829,2025-03-07 05:59:50.538121,San Salvador,Supermercado,Nublado,Medio,34,7
5830,2025-08-20 06:42:24.264349,San Salvador,Tienda en línea,Lluvioso,Bajo,30,4
5831,2025-04-21 19:28:37.665997,La Libertad,Restaurante,Lluvioso,Alto,48,22
5832,2025-08-05 03:57:27.808572,San Salvador,Supermercado,Lluvioso,Medio,63,43
5833,2025-04-30 23:17:35.150776,San Miguel,Restaurante,Lluvioso,Bajo,55,29
5834,2025-03-18 19:39:49.044636,La Libertad,Farmacia,Nublado,Medio,38,6
5835,2025-07-12 16:16:01.246458,La Libertad,Tienda en línea,Nublado,Bajo,24,0
5836,2025-03-10 00:51:52.091909,San Miguel,Supermercado,Soleado,Medio,32,0
5837,2025-08-22 04:01:21.498810,La Libertad,Tienda en línea,Lluvioso,Alto,36,0
5838,2025-03-28 20:44:33.989971,Santa Ana,Supermercado,Nublado,Alto,46,11
5839,2025-08-27 18:19:04.227024,La Libertad,Tienda en línea,Nublado,Bajo,31,8
5840,2025-04-16 06:56:06.961587,La Libertad,Tienda en línea,Lluvioso,Bajo,36,15
5841,2025-03-26 08:12:14.225717,San Miguel,Restaurante,Lluvioso,Medio,64,43
5842,2025-06-23 19:03:15.484585,Santa Ana,Supermercado,Nublado,Bajo,34,0
5843,2025-08-05 08:34:28.845404,La Libertad,Restaurante,Lluvioso,Medio,47,24
5844,2025-06-22 21:57:18.382012,San Miguel,Farmacia,Nublado,Alto,46,9
5845,2025-04-06 12:33:37.554803,Santa Ana,Tienda en línea,Soleado,Alto,28,0
5846,2025-08-10 20:01:10.614927,San Salvador,Supermercado,Soleado,Medio,45,17
5847,2025-06-04 23:16:18.671016,San Miguel,Tienda en línea,Lluvioso,Bajo,46,15
5848,2025-05-26 20:55:06.653896,Santa Ana,Restaurante,Soleado,Alto,46,20
5849,2025-08-04 12:33:17.298771,Santa Ana,Farmacia,Soleado,Bajo,32,2
5850,2025-03-23 01:30:07.786711,San Salvador,Supermercado,Soleado,Medio,22,1
5851,2025-04-13 09:13:59.074046,San Salvador,Supermercado,Lluvioso,Medio,44,10
5852,2025-05-26 12:08:06.292787,San Miguel,Farmacia,Lluvioso,Medio,51,19
5853,2025-06-05 05:55:21.097614,Santa Ana,Supermercado,Nublado,Medio,46,12
5854,2025-08-26 04:37:58.265363,La Libertad,Restaurante,Nublado,Medio,50,21
5855,2025-03-31 11:26:01.937284,San Salvador,Farmacia,Soleado,Bajo,25,3
5856,2025-08-21 15:05:15.470648,San Salvador,Restaurante,Nublado,Alto,52,12
5857,2025-03-10 00:38:25.980139,San Salvador,Tienda en línea,Nublado,Alto,58,32
5858,2025-07-23 01:09:28.365893,San Miguel,Supermercado,Soleado,Alto,43,14
5859,2025-08-23 04:19:33.655948,Santa Ana,Farmacia,Lluvioso,Medio,52,30
5860,2025-06-09 21:06:26.285841,San Miguel,Farmacia,Soleado,Medio,32,0
5861,2025-04-13 05:22:34.155629,La Libertad,Tienda en línea,Soleado,Alto,58,20
5862,2025-03-04 11:21:48.801208,San Salvador,Farmacia,Nublado,Medio,41,8
5863,2025-08-08 04:43:36.581306,La Libertad,Tienda en línea,Nublado,Bajo,43,15
5864,2025-03-06 17:33:20.074414,San Miguel,Supermercado,Soleado,Bajo,45,16
5865,2025-04-07 08:39:03.490024,San Miguel,Restaurante,Lluvioso,Bajo,32,11
5866,2025-04-10 13:04:27.798295,Santa Ana,Tienda en línea,Nublado,Alto,38,7
5867,2025-06-17 15:56:06.186846,San Miguel,Farmacia,Nublado,Bajo,28,0
5868,2025-08-20 23:04:21.718838,Santa Ana,Restaurante,Nublado,Alto,41,20
5869,2025-08-31 00:46:59.507635,San Salvador,Farmacia,Nublado,Bajo,41,20
5870,2025-04-04 03:13:57.415203,San Miguel,Tienda en línea,Lluvioso,Medio,40,18
5871,2025-07-19 21:11:50.473317,San Salvador,Restaurante,Nublado,Medio,39,0
5872,2025-04-04 18:48:50.541083,San Miguel,Restaurante,Soleado,Medio,31,10
5873,2025-05-13 00:11:56.285946,San Miguel,Farmacia,Nublado,Bajo,43,18
5874,2025-04-18 00:06:03.776188,Santa Ana,Farmacia,Soleado,Bajo,22,0
5875,2025-08-13 11:05:28.593311,San Miguel,Supermercado,Nublado,Alto,51,18
5876,2025-05-17 09:58:35.222355,San Miguel,Farmacia,Lluvioso,Medio,46,15
5877,2025-07-13 01:07:51.667407,San Salvador,Tienda en línea,Soleado,Medio,43,18
5878,2025-08-04 22:33:19.289796,San Salvador,Supermercado,Lluvioso,Alto,62,38
5879,2025-08-15 11:45:34.343480,La Libertad,Restaurante,Soleado,Bajo,24,0
5880,2025-04-27 20:57:13.182014,San Miguel,Tienda en línea,Soleado,Bajo,29,0
5881,2025-05-11 07:21:11.345073,La Libertad,Farmacia,Lluvioso,Bajo,23,0
5882,2025-04-09 05:37:58.666403,San Miguel,Tienda en línea,Nublado,Bajo,37,1
5883,2025-03-18 02:46:27.984948,La Libertad,Farmacia,Nublado,Medio,50,19
5884,2025-03-17 04:46:52.895715,San Salvador,Farmacia,Lluvioso,Alto,59,34
5885,2025-03-20 06:52:43.586486,San Salvador,Tienda en línea,Soleado,Medio,49,9
5886,2025-04-30 20:42:52.650742,San Salvador,Supermercado,Soleado,Medio,29,9
5887,2025-05-07 02:19:34.101298,La Libertad,Restaurante,Soleado,Bajo,15,0
5888,2025-07-28 16:28:28.066021,San Miguel,Supermercado,Lluvioso,Alto,43,9
5889,2025-06-24 18:11:29.202185,San Salvador,Restaurante,Nublado,Bajo,40,11
5890,2025-03-09 10:44:51.331378,San Salvador,Supermercado,Lluvioso,Bajo,36,9
5891,2025-08-18 21:55:16.130287,San Salvador,Tienda en línea,Lluvioso,Alto,64,37
5892,2025-08-28 17:32:37.122965,La Libertad,Supermercado,Lluvioso,Alto,61,26
5893,2025-07-06 04:13:40.962256,Santa Ana,Farmacia,Soleado,Medio,53,32
5894,2025-05-10 15:50:00.055658,San Miguel,Restaurante,Lluvioso,Alto,42,3
5895,2025-07-23 07:21:48.691249,San Miguel,Tienda en línea,Lluvioso,Bajo,34,14
5896,2025-03-29 05:12:53.696756,San Salvador,Restaurante,Nublado,Alto,31,0
5897,2025-07-01 00:00:24.137515,Santa Ana,Tienda en línea,Lluvioso,Bajo,44,10
5898,2025-04-14 06:19:13.845909,San Salvador,Farmacia,Nublado,Medio,34,0
5899,2025-06-23 12:10:36.551699,San Miguel,Farmacia,Lluvioso,Bajo,36,16
5900,2025-06-12 06:22:32.940093,San Salvador,Tienda en línea,Lluvioso,Medio,49,10
5901,2025-07-13 04:14:11.831465,San Salvador,Farmacia,Nublado,Alto,67,45
5902,2025-06-16 19:07:57.920255,Santa Ana,Farmacia,Lluvioso,Bajo,28,6
5903,2025-05-07 02:32:58.221682,Santa Ana,Restaurante,Soleado,Bajo,36,2
5904,2025-07-04 03:11:14.655548,San Salvador,Supermercado,Lluvioso,Bajo,36,2
5905,2025-03-23 10:56:54.984585,San Miguel,Tienda en línea,Lluvioso,Bajo,26,6
5906,2025-06-14 03:37:36.238100,San Salvador,Farmacia,Nublado,Bajo,43,13
5907,2025-04-09 13:36:41.743520,Santa Ana,Tienda en línea,Lluvioso,Medio,53,22
5908,2025-06-13 01:35:47.239064,Santa Ana,Restaurante,Lluvioso,Alto,77,43
5909,2025-04-25 21:59:29.972689,La Libertad,Restaurante,Lluvioso,Alto,45,13
5910,2025-06-18 12:58:27.978678,San Miguel,Farmacia,Lluvioso,Medio,51,11
5911,2025-04-14 23:50:34.631197,La Libertad,Supermercado,Nublado,Alto,42,16
5912,2025-07-18 07:20:12.799095,Santa Ana,Restaurante,Soleado,Bajo,29,4
5913,2025-06-02 01:01:20.602360,Santa Ana,Restaurante,Lluvioso,Bajo,29,0
5914,2025-08-18 11:28:44.498167,Santa Ana,Farmacia,Nublado,Bajo,39,10
5915,2025-04-26 17:39:37.499737,La Libertad,Restaurante,Lluvioso,Alto,64,30
5916,2025-03-05 19:05:39.393270,San Salvador,Tienda en línea,Soleado,Alto,38,4
5917,2025-08-18 03:26:14.232249,La Libertad,Supermercado,Lluvioso,Alto,44,18
5918,2025-06-27 17:22:22.569882,La Libertad,Supermercado,Lluvioso,Alto,64,30
5919,2025-06-25 18:10:22.239170,San Miguel,Tienda en línea,Nublado,Bajo,47,27
5920,2025-07-02 12:01:18.250482,La Libertad,Tienda en línea,Soleado,Alto,48,20
5921,2025-04-15 13:37:02.490573,Santa Ana,Supermercado,Nublado,Alto,58,26
5922,2025-08-12 23:35:11.932801,San Miguel,Farmacia,Nublado,Bajo,28,0
5923,2025-06-07 05:08:07.779940,San Miguel,Restaurante,Soleado,Alto,60,29
5924,2025-08-04 12:27:35.079083,San Miguel,Tienda en línea,Lluvioso,Bajo,39,4
5925,2025-04-10 10:53:57.422946,La Libertad,Supermercado,Nublado,Bajo,44,17
5926,2025-05-31 11:03:02.478993,San Miguel,Farmacia,Lluvioso,Alto,76,51
5927,2025-06-05 09:22:59.217993,Santa Ana,Restaurante,Soleado,Alto,57,22
5928,2025-06-29 09:22:33.287581,San Miguel,Tienda en línea,Lluvioso,Medio,46,12
5929,2025-06-21 00:29:27.994507,La Libertad,Farmacia,Lluvioso,Alto,71,34
5930,2025-04-08 12:13:43.851306,Santa Ana,Restaurante,Soleado,Medio,23,0
5931,2025-05-09 13:26:40.014967,Santa Ana,Restaurante,Lluvioso,Alto,52,25
5932,2025-03-21 02:58:06.985148,San Miguel,Restaurante,Nublado,Alto,59,25
5933,2025-03-14 12:29:58.816344,Santa Ana,Supermercado,Lluvioso,Alto,69,36
5934,2025-06-09 22:16:43.018938,Santa Ana,Tienda en línea,Nublado,Medio,39,2
5935,2025-04-21 06:55:28.115065,San Salvador,Supermercado,Nublado,Medio,40,0
5936,2025-04-12 14:26:58.000392,San Salvador,Restaurante,Soleado,Bajo,20,0
5937,2025-07-08 04:31:16.597416,Santa Ana,Restaurante,Nublado,Alto,53,23
5938,2025-05-06 10:32:44.127610,La Libertad,Restaurante,Soleado,Alto,29,0
5939,2025-08-21 04:12:44.291760,San Miguel,Tienda en línea,Soleado,Medio,30,0
5940,2025-08-15 19:03:01.195496,Santa Ana,Restaurante,Nublado,Bajo,20,0
5941,2025-07-07 11:21:12.783559,San Salvador,Farmacia,Lluvioso,Alto,53,19
5942,2025-06-14 00:17:51.899173,La Libertad,Farmacia,Lluvioso,Bajo,40,10
5943,2025-07-25 04:05:25.055555,San Miguel,Restaurante,Nublado,Bajo,35,14
5944,2025-05-04 13:53:57.824361,San Salvador,Farmacia,Soleado,Medio,33,0
5945,2025-07-27 20:03:22.963557,San Salvador,Farmacia,Soleado,Alto,55,15
5946,2025-05-25 12:19:50.903761,La Libertad,Farmacia,Soleado,Bajo,27,0
5947,2025-07-10 07:22:42.435271,San Salvador,Farmacia,Soleado,Medio,22,0
5948,2025-08-10 03:41:15.899981,La Libertad,Farmacia,Soleado,Medio,24,0
5949,2025-08-08 03:23:43.278028,San Miguel,Farmacia,Lluvioso,Medio,63,36
5950,2025-08-09 19:00:54.990787,San Miguel,Tienda en línea,Lluvioso,Alto,52,13
5951,2025-06-17 16:18:20.795891,Santa Ana,Restaurante,Nublado,Bajo,42,19
5952,2025-05-31 19:12:06.040399,San Salvador,Farmacia,Lluvioso,Bajo,30,5
5953,2025-04-30 18:23:28.999033,San Salvador,Supermercado,Lluvioso,Medio,39,0
5954,2025-03-05 13:29:59.750327,San Salvador,Farmacia,Lluvioso,Alto,44,5
5955,2025-06-06 14:05:33.307457,San Miguel,Restaurante,Lluvioso,Bajo,28,4
5956,2025-03-08 08:45:11.814540,San Salvador,Supermercado,Nublado,Alto,57,24
5957,2025-07-05 23:10:06.349577,Santa Ana,Farmacia,Nublado,Bajo,36,15
5958,2025-05-06 03:08:06.305852,La Libertad,Supermercado,Nublado,Medio,56,17
5959,2025-03-29 11:12:45.579841,San Salvador,Restaurante,Nublado,Medio,34,10
5960,2025-07-05 10:38:30.816927,San Salvador,Supermercado,Lluvioso,Alto,63,36
5961,2025-06-03 20:37:26.201826,San Salvador,Tienda en línea,Nublado,Alto,40,20
5962,2025-03-25 10:20:15.879463,Santa Ana,Restaurante,Nublado,Medio,29,8
5963,2025-07-10 03:58:23.332490,Santa Ana,Supermercado,Lluvioso,Bajo,32,0
5964,2025-06-28 05:32:16.107321,La Libertad,Restaurante,Soleado,Bajo,20,0
5965,2025-07-02 06:14:04.179888,San Salvador,Farmacia,Lluvioso,Bajo,32,4
5966,2025-03-14 07:16:38.456507,Santa Ana,Restaurante,Nublado,Medio,55,33
5967,2025-04-25 13:16:36.339069,San Miguel,Farmacia,Nublado,Medio,57,18
5968,2025-08-14 02:08:42.538296,La Libertad,Supermercado,Nublado,Medio,31,6
5969,2025-07-14 07:10:26.609100,San Salvador,Farmacia,Lluvioso,Alto,45,8
5970,2025-08-22 03:52:19.856854,San Miguel,Farmacia,Lluvioso,Bajo,47,23
5971,2025-06-21 07:25:44.625786,San Miguel,Tienda en línea,Soleado,Medio,37,0
5972,2025-07-03 02:10:32.749182,San Miguel,Supermercado,Soleado,Bajo,31,0
5973,2025-04-21 18:09:58.436451,San Salvador,Restaurante,Nublado,Bajo,28,0
5974,2025-07-19 11:41:56.331758,Santa Ana,Farmacia,Nublado,Alto,61,38
5975,2025-06-16 14:56:58.007869,San Miguel,Restaurante,Soleado,Alto,29,5
5976,2025-08-01 07:38:02.269565,San Salvador,Farmacia,Soleado,Medio,53,27
5977,2025-05-14 01:33:44.290370,San Miguel,Supermercado,Lluvioso,Bajo,48,24
5978,2025-03-15 12:40:38.030326,San Salvador,Supermercado,Lluvioso,Alto,41,2
5979,2025-07-03 16:46:36.193600,San Salvador,Farmacia,Lluvioso,Medio,64,26
5980,2025-08-27 10:05:11.604467,San Salvador,Supermercado,Soleado,Alto,31,0
5981,2025-04-22 12:40:46.058483,San Salvador,Supermercado,Soleado,Medio,27,1
5982,2025-06-03 03:26:20.596286,Santa Ana,Tienda en línea,Lluvioso,Medio,41,4
5983,2025-04-29 13:19:02.457306,Santa Ana,Restaurante,Nublado,Alto,51,24
5984,2025-03-25 06:18:27.491779,San Miguel,Restaurante,Soleado,Bajo,20,0
5985,2025-07-26 11:03:37.659546,San Miguel,Supermercado,Soleado,Alto,34,13
5986,2025-06-20 13:30:46.340961,La Libertad,Restaurante,Soleado,Bajo,19,0
5987,2025-06-24 22:59:12.206035,La Libertad,Tienda en línea,Soleado,Bajo,40,8
5988,2025-07-23 13:41:15.435287,La Libertad,Farmacia,Nublado,Bajo,22,0
5989,2025-08-03 08:07:18.402712,San Salvador,Restaurante,Nublado,Medio,48,23
5990,2025-06-24 12:11:14.703300,La Libertad,Supermercado,Lluvioso,Medio,66,46
5991,2025-07-07 11:26:13.964247,Santa Ana,Supermercado,Soleado,Alto,55,24
5992,2025-03-09 14:42:25.833495,San Salvador,Restaurante,Soleado,Medio,47,11
5993,2025-05-23 12:35:24.643087,La Libertad,Restaurante,Nublado,Bajo,41,12
5994,2025-05-01 13:35:20.229928,La Libertad,Supermercado,Soleado,Medio,40,6
5995,2025-06-30 01:24:25.735233,La Libertad,Tienda en línea,Nublado,Bajo,32,4
5996,2025-07-20 21:42:07.441157,San Salvador,Farmacia,Soleado,Medio,38,15
5997,2025-07-09 09:02:38.949035,Santa Ana,Tienda en línea,Soleado,Medio,37,14
5998,2025-05-04 23:20:26.766078,San Miguel,Supermercado,Nublado,Bajo,45,24
5999,2025-08-13 21:40:42.926178,La Libertad,Supermercado,Lluvioso,Alto,51,28
6000,2025-08-29 01:09:53.878034,La Libertad,Restaurante,Lluvioso,Alto,61,21
6001,2025-06-01 16:47:35.528837,San Salvador,Tienda en línea,Lluvioso,Medio,59,33
6002,2025-03-04 16:25:23.189642,San Salvador,Supermercado,Lluvioso,Medio,43,19
6003,2025-03-28 01:54:55.565562,San Miguel,Restaurante,Soleado,Bajo,44,7
6004,2025-06-07 23:37:29.125343,Santa Ana,Supermercado,Soleado,Bajo,28,0
6005,2025-04-20 07:43:00.662138,San Miguel,Tienda en línea,Nublado,Medio,59,39
6006,2025-07-11 12:48:33.512052,La Libertad,Restaurante,Soleado,Alto,54,34
6007,2025-04-19 13:40:10.867058,Santa Ana,Supermercado,Lluvioso,Medio,43,5
6008,2025-08-14 23:41:16.885477,San Miguel,Tienda en línea,Nublado,Alto,48,18
6009,2025-04-15 13:19:54.062479,Santa Ana,Supermercado,Soleado,Medio,37,10
6010,2025-07-10 00:02:23.481816,San Salvador,Restaurante,Soleado,Medio,27,7
6011,2025-07-02 22:44:21.580219,San Salvador,Supermercado,Lluvioso,Bajo,38,8
6012,2025-08-20 13:50:53.497256,La Libertad,Supermercado,Lluvioso,Bajo,47,18
6013,2025-06-05 22:22:32.441347,Santa Ana,Supermercado,Nublado,Bajo,26,0
6014,2025-03-07 07:46:08.386569,San Miguel,Supermercado,Lluvioso,Alto,68,39
6015,2025-03-27 18:11:59.853925,San Miguel,Farmacia,Nublado,Alto,35,5
6016,2025-04-11 04:45:02.197155,Santa Ana,Restaurante,Soleado,Bajo,25,0
6017,2025-07-04 06:20:03.325063,La Libertad,Farmacia,Lluvioso,Alto,43,15
6018,2025-04-22 22:53:57.532723,San Salvador,Tienda en línea,Soleado,Bajo,45,22
6019,2025-04-17 14:47:31.940121,San Miguel,Farmacia,Lluvioso,Medio,37,8
6020,2025-07-04 09:53:17.703473,Santa Ana,Tienda en línea,Soleado,Alto,45,23
6021,2025-08-16 10:42:24.007759,Santa Ana,Tienda en línea,Lluvioso,Medio,60,21
6022,2025-03-08 12:26:26.223574,Santa Ana,Restaurante,Soleado,Alto,36,5
6023,2025-04-01 18:01:18.265449,San Salvador,Supermercado,Nublado,Medio,38,15
6024,2025-07-14 22:13:47.906246,San Miguel,Farmacia,Lluvioso,Alto,39,10
6025,2025-05-24 11:55:48.486824,San Miguel,Farmacia,Lluvioso,Alto,58,30
6026,2025-03-08 17:02:11.016175,San Miguel,Farmacia,Nublado,Alto,49,18
6027,2025-03-09 19:28:44.214997,Santa Ana,Tienda en línea,Nublado,Medio,43,8
6028,2025-04-11 07:27:34.826021,San Miguel,Restaurante,Lluvioso,Medio,45,19
6029,2025-07-17 09:49:24.917270,San Salvador,Restaurante,Lluvioso,Bajo,38,8
6030,2025-05-23 13:20:55.203862,San Miguel,Tienda en línea,Soleado,Alto,47,16
6031,2025-06-30 21:16:27.527604,San Miguel,Tienda en línea,Lluvioso,Bajo,44,13
6032,2025-07-08 03:23:15.254332,San Miguel,Supermercado,Lluvioso,Alto,76,37
6033,2025-05-08 14:39:19.238227,San Miguel,Restaurante,Soleado,Alto,59,35
6034,2025-06-24 14:57:19.307150,Santa Ana,Restaurante,Nublado,Alto,55,22
6035,2025-04-11 05:06:21.471402,San Miguel,Supermercado,Nublado,Bajo,37,13
6036,2025-08-25 04:03:10.337626,San Salvador,Tienda en línea,Lluvioso,Medio,28,0
6037,2025-07-18 20:31:14.480691,San Miguel,Farmacia,Nublado,Alto,49,9
6038,2025-07-17 11:12:20.558372,La Libertad,Supermercado,Soleado,Medio,27,0
6039,2025-04-16 03:35:50.138689,San Miguel,Restaurante,Nublado,Medio,41,18
6040,2025-04-13 00:39:04.986768,Santa Ana,Restaurante,Soleado,Bajo,35,10
6041,2025-07-28 04:33:39.572131,Santa Ana,Supermercado,Lluvioso,Alto,56,28
6042,2025-04-02 09:24:08.865038,San Miguel,Restaurante,Lluvioso,Alto,58,31
6043,2025-06-29 01:12:57.462746,Santa Ana,Farmacia,Nublado,Medio,49,10
6044,2025-08-09 16:08:39.134473,San Salvador,Supermercado,Soleado,Medio,27,0
6045,2025-03-24 01:00:43.896893,San Miguel,Supermercado,Nublado,Alto,60,36
6046,2025-03-02 12:16:53.155781,Santa Ana,Farmacia,Nublado,Medio,39,0
6047,2025-07-13 14:58:26.030109,Santa Ana,Supermercado,Lluvioso,Medio,59,20
6048,2025-06-27 05:12:00.000494,San Miguel,Supermercado,Nublado,Alto,39,16
6049,2025-06-16 23:24:35.291348,San Miguel,Farmacia,Lluvioso,Medio,58,36
6050,2025-08-04 07:47:42.805038,San Miguel,Tienda en línea,Nublado,Alto,51,22
6051,2025-07-08 18:33:07.792858,La Libertad,Supermercado,Nublado,Alto,46,21
6052,2025-07-21 23:49:36.290601,San Salvador,Tienda en línea,Nublado,Medio,37,0
6053,2025-07-26 09:01:27.576463,Santa Ana,Farmacia,Lluvioso,Medio,53,23
6054,2025-03-06 22:41:04.740242,Santa Ana,Supermercado,Lluvioso,Bajo,36,0
6055,2025-06-20 15:46:16.737912,San Miguel,Restaurante,Lluvioso,Medio,36,0
6056,2025-05-22 02:35:26.758855,La Libertad,Tienda en línea,Nublado,Alto,47,17
6057,2025-06-22 01:05:08.535894,Santa Ana,Supermercado,Soleado,Bajo,39,4
6058,2025-03-09 15:10:58.925347,Santa Ana,Restaurante,Soleado,Medio,49,24
6059,2025-07-21 17:31:35.601887,Santa Ana,Restaurante,Nublado,Alto,40,17
6060,2025-04-27 04:50:46.963726,San Miguel,Tienda en línea,Soleado,Bajo,37,15
6061,2025-05-23 07:12:27.987513,La Libertad,Farmacia,Lluvioso,Alto,62,35
6062,2025-07-25 23:53:57.049749,San Salvador,Restaurante,Lluvioso,Alto,39,0
6063,2025-08-01 02:05:22.075173,La Libertad,Farmacia,Lluvioso,Bajo,51,17
6064,2025-07-16 10:51:56.719014,La Libertad,Tienda en línea,Nublado,Alto,48,25
6065,2025-04-01 00:54:31.987504,Santa Ana,Tienda en línea,Soleado,Medio,51,17
6066,2025-08-01 21:08:03.048419,La Libertad,Tienda en línea,Soleado,Alto,31,5
6067,2025-04-10 18:46:45.036675,San Miguel,Supermercado,Nublado,Bajo,21,0
6068,2025-03-30 18:21:37.855165,Santa Ana,Restaurante,Lluvioso,Bajo,34,11
6069,2025-04-28 03:36:15.807826,Santa Ana,Tienda en línea,Nublado,Bajo,20,0
6070,2025-08-06 17:02:43.877003,Santa Ana,Farmacia,Soleado,Bajo,32,9
6071,2025-04-15 18:00:23.209838,San Miguel,Farmacia,Nublado,Bajo,42,6
6072,2025-08-28 10:52:07.722625,Santa Ana,Supermercado,Lluvioso,Alto,53,31
6073,2025-08-01 18:55:20.967311,San Salvador,Farmacia,Soleado,Alto,36,16
6074,2025-07-17 14:40:40.857440,San Miguel,Supermercado,Nublado,Alto,58,22
6075,2025-08-25 02:00:28.273617,San Salvador,Restaurante,Nublado,Alto,43,12
6076,2025-07-26 20:50:55.774884,San Miguel,Restaurante,Soleado,Alto,40,8
6077,2025-06-17 22:46:57.620466,San Miguel,Supermercado,Lluvioso,Bajo,34,8
6078,2025-06-20 12:11:10.054743,La Libertad,Farmacia,Nublado,Bajo,25,0
6079,2025-05-03 20:15:55.525355,San Miguel,Restaurante,Lluvioso,Alto,38,1
6080,2025-08-23 19:38:09.156621,San Salvador,Restaurante,Lluvioso,Medio,53,24
6081,2025-04-10 16:16:37.098949,San Miguel,Restaurante,Lluvioso,Alto,57,32
6082,2025-06-28 13:07:23.081242,San Salvador,Tienda en línea,Nublado,Bajo,30,0
6083,2025-07-07 14:40:04.513819,San Miguel,Supermercado,Lluvioso,Alto,72,47
6084,2025-08-18 17:24:36.347666,San Salvador,Restaurante,Lluvioso,Alto,62,42
6085,2025-05-04 16:28:13.379569,La Libertad,Tienda en línea,Soleado,Medio,36,5
6086,2025-03-13 03:26:17.175464,Santa Ana,Tienda en línea,Lluvioso,Bajo,53,30
6087,2025-03-10 09:27:29.746517,San Salvador,Farmacia,Soleado,Alto,60,23
6088,2025-04-10 04:28:30.199665,San Miguel,Supermercado,Soleado,Bajo,37,4
6089,2025-03-26 14:41:40.708142,Santa Ana,Tienda en línea,Nublado,Medio,58,38
6090,2025-04-27 12:13:48.739264,Santa Ana,Supermercado,Nublado,Bajo,43,10
6091,2025-06-05 14:24:13.486386,La Libertad,Supermercado,Nublado,Medio,45,23
6092,2025-08-21 13:41:24.632246,San Miguel,Tienda en línea,Soleado,Bajo,39,16
6093,2025-08-22 00:06:10.241381,La Libertad,Farmacia,Soleado,Alto,51,22
6094,2025-05-14 22:54:22.899911,San Miguel,Supermercado,Soleado,Alto,50,28
6095,2025-03-30 00:47:11.229380,San Miguel,Supermercado,Lluvioso,Medio,59,38
6096,2025-07-17 15:39:00.146153,San Salvador,Tienda en línea,Lluvioso,Medio,39,9
6097,2025-05-07 22:24:52.770972,San Miguel,Tienda en línea,Nublado,Bajo,31,7
6098,2025-07-20 13:08:54.072824,San Miguel,Restaurante,Lluvioso,Medio,49,23
6099,2025-08-16 19:42:59.515704,San Salvador,Tienda en línea,Lluvioso,Bajo,50,14
6100,2025-06-27 02:22:29.835917,La Libertad,Supermercado,Lluvioso,Medio,38,2
6101,2025-08-25 04:47:27.422246,Santa Ana,Farmacia,Soleado,Alto,40,4
6102,2025-06-03 04:11:34.045705,San Miguel,Tienda en línea,Nublado,Medio,48,21
